"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2933374033705665911",="2933374033705665911","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","239.00","1","null","颜色分类：N2 BRIGHT BONNIE;净含量：13ml","null","请快递员将快递直接放在丰巢，不要放在玻璃门内","卖家已发货，等待买家确认","null",="2022100622001162531419616536","239.00","239.00","没有申请退款","无退款申请","2022-10-06 21:07:15","2022-10-06 21:07:18"
="2932723441966104556",="2932723441965104556","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100622001145261455402387","249.00","249.00","没有申请退款","无退款申请","2022-10-06 16:20:34","2022-10-06 16:20:44"
="2932723441967104556",="2932723441965104556","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","2","8809603904430","null","null","null","卖家已发货，等待买家确认","8809603904430",="2022100622001145261455402387","518.00","518.00","没有申请退款","无退款申请","2022-10-06 16:20:34","2022-10-06 16:20:44"
="2932626853148476715",="2932626853148476715","SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","119.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","卖家已发货，等待买家确认","null",="2022100622001145061444495410","119.00","119.00","没有申请退款","无退款申请","2022-10-06 15:28:48","2022-10-06 15:28:55"
="1692790646635413880",="1692790646635413880","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2022100622001171091445614655","249.00","249.00","退款成功","249.00","2022-10-06 14:04:34","2022-10-06 14:04:42"
="2929883077842313353",="2929883077842313353","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100522001185991402761792","249.00","249.00","没有申请退款","无退款申请","2022-10-05 11:05:11","2022-10-05 11:05:16"
="2930189078570396222",="2930189078570396222","SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","119.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","交易成功","null",="2022100522001143541414864287","119.00","119.00","没有申请退款","无退款申请","2022-10-05 10:11:23","2022-10-05 10:11:29"
="1690280799059469592",="1690280799058469592","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022100322001150851436815341","119.00","119.00","没有申请退款","无退款申请","2022-10-03 20:09:22","2022-10-03 20:10:35"
="1690280799060469592",="1690280799058469592","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022100322001150851436815341","259.00","259.00","没有申请退款","无退款申请","2022-10-03 20:09:22","2022-10-03 20:10:35"
="2926901630486049902",="2926901630486049902","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022100322001172311403934100","119.00","119.00","退款成功","119.00","2022-10-03 16:25:15","2022-10-03 16:25:19"
="1690127725828808386",="1690127725828808386","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100322001125231435399201","249.00","249.00","没有申请退款","无退款申请","2022-10-03 15:37:06","2022-10-03 15:37:22"
="2925535896850621128",="2925535896850621128","SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个","209.00","1","8809754820085","null","null","null","交易成功","8809754820085",="2022100322001160521414189326","209.00","209.00","没有申请退款","无退款申请","2022-10-03 15:04:51","2022-10-03 15:04:59"
="2926154271596339237",="2926154271596339237","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100322001109911453401743","249.00","249.00","没有申请退款","无退款申请","2022-10-03 08:20:06","2022-10-03 08:20:32"
="2924253325628163324",="2924253325628163324","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022100222001190101448340396","249.00","249.00","没有申请退款","无退款申请","2022-10-02 14:56:50","2022-10-02 14:56:55"
="2924116238893550708",="2924116238893550708","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易成功","null",="2022100222001180581435670446","119.00","119.00","没有申请退款","无退款申请","2022-10-02 11:02:17","2022-10-02 11:02:22"
="2922901092899516553",="2922901092899516553","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","239.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","卖家已发货，等待买家确认","null",="2022100222001155491406401734","239.00","239.00","没有申请退款","无退款申请","2022-10-02 10:57:03","2022-10-02 10:59:26"
="1688879785449170682",="1688879785449170682","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100222001198361413133219","249.00","249.00","没有申请退款","无退款申请","2022-10-02 10:14:09","2022-10-02 10:14:22"
="1688707887344227483",="1688707887344227483","SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","119.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","卖家已发货，等待买家确认","null",="2022100222001167331406479232","119.00","119.00","没有申请退款","无退款申请","2022-10-02 08:40:52","2022-10-02 08:40:57"
="1687863504652660597",="1687863504652660597","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022100122001111375753121033","219.00","219.00","没有申请退款","无退款申请","2022-10-01 21:54:28","2022-10-01 21:54:37"
="2922968449862106722",="2922968449862106722","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022100122001126081431104888","249.00","249.00","没有申请退款","无退款申请","2022-10-01 21:16:12","2022-10-02 00:21:11"
="2922876506080835540",="2922876506080835540","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022100122001181731444114827","249.00","249.00","没有申请退款","无退款申请","2022-10-01 17:16:45","2022-10-01 17:16:52"
="1686946116207894692",="1686946116207894692","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022093022001116615718704770","249.00","249.00","没有申请退款","无退款申请","2022-09-30 23:05:43","2022-09-30 23:05:47"
="1687519274335509291",="1687519274335509291","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022093022001112791443575695","249.00","249.00","没有申请退款","无退款申请","2022-09-30 22:24:10","2022-09-30 22:24:20"
="1687328331621911680",="1687328331621911680","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","卖家已发货，等待买家确认","8809754820689",="2022093022001147531405135221","249.00","249.00","没有申请退款","无退款申请","2022-09-30 19:32:25","2022-09-30 19:32:31"
="2918941740022447137",="2918941740022447137","SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个","209.00","1","8809754820085","null","null","null","交易成功","8809754820085",="2022093022001115251457136615","209.00","209.00","没有申请退款","无退款申请","2022-09-30 13:26:14","2022-09-30 13:26:20"
="2918725524718201339",="2918725524718201339","SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","279.00","1","8809603904423","null","null","null","交易成功","8809603904423",="2022093022001133171439216721","279.00","279.00","没有申请退款","无退款申请","2022-09-30 11:39:07","2022-09-30 11:39:16"
="2918451852997870515",="2918451852997870515","SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个","209.00","1","8809754820085","null","null","null","交易成功","8809754820085",="2022093022001123571429196176","209.00","209.00","没有申请退款","无退款申请","2022-09-30 09:38:45","2022-09-30 09:39:40"
="2919230713242802534",="2919230713242802534","SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","119.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","交易成功","null",="2022093022001143941453740201","119.00","119.00","没有申请退款","无退款申请","2022-09-30 09:24:29","2022-09-30 09:24:32"
="2917282213830496412",="2917282213830496412","SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","119.00","1","null","null","null","null","交易关闭","null",="2022092922001125761427662804","119.00","119.00","退款成功","119.00","2022-09-29 01:06:18","2022-09-29 01:06:23"
="2914272540422039744",="2914272540422039744","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092822001136641427636048","249.00","249.00","没有申请退款","无退款申请","2022-09-28 03:08:10","2022-09-28 03:08:16"
="1684234094374865395",="1684234094374865395","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","239.00","1","null","颜色分类：N2 BRIGHT BONNIE;净含量：13ml","null","null","交易成功","null",="2022092722001188401422059757","224.00","215.72","没有申请退款","无退款申请","2022-09-27 22:03:32","2022-09-27 22:04:48"
="1684253859411409484",="1684253859411409484","SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","239.00","1","null","颜色分类：N2 BRIGHT BONNIE;净含量：13ml","null","null","交易关闭","null",="2022092722001155751441193284","224.00","219.00","退款成功","224.00","2022-09-27 21:39:07","2022-09-27 21:39:12"
="1683975973460828686",="1683975973460828686","SERUMKIND韩国阳光葡萄清颜精华液30ml","249.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092722001124491458405354","249.00","249.00","没有申请退款","无退款申请","2022-09-27 14:19:38","2022-09-27 14:19:43"
="2913636422044505862",="2913636422044505862","SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","259.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092722001149331401535941","259.00","259.00","没有申请退款","无退款申请","2022-09-27 09:03:14","2022-09-27 09:03:19"
="1683463865462303953",="1683463865461303953","【进口日价】SERUMKIND韩国保湿滋润抗衰老软化角质青春焕彩唇部精华3.9g","139.00","1","null","null","null","null","交易成功","null",="2022092622001111401421349132","109.00","109.00","没有申请退款","无退款申请","2022-09-26 23:01:34","2022-09-26 23:01:39"
="1683463865463303953",="1683463865461303953","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001111401421349132","0.00","0.00","没有申请退款","无退款申请","2022-09-26 23:01:34","2022-09-26 23:01:39"
="1683463865464303953",="1683463865461303953","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001111401421349132","0.00","0.00","没有申请退款","无退款申请","2022-09-26 23:01:34","2022-09-26 23:01:39"
="2913431511197661317",="2913431511196661317","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092622001195581419419400","249.00","249.00","没有申请退款","无退款申请","2022-09-26 21:58:25","2022-09-26 21:58:35"
="2913431511198661317",="2913431511196661317","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001195581419419400","0.00","0.00","没有申请退款","无退款申请","2022-09-26 21:58:25","2022-09-26 21:58:35"
="2913431511199661317",="2913431511196661317","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001195581419419400","0.00","0.00","没有申请退款","无退款申请","2022-09-26 21:58:25","2022-09-26 21:58:35"
="1682283759581080988",="1682283759580080988","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","2","8809754820689","null","null","null","交易成功","8809754820689",="2022092622001174931446197313","343.38","343.38","没有申请退款","无退款申请","2022-09-26 16:18:10","2022-09-26 16:21:33"
="1682283759582080988",="1682283759580080988","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001174931446197313","0.00","0.00","没有申请退款","无退款申请","2022-09-26 16:18:10","2022-09-26 16:21:33"
="1682283759583080988",="1682283759580080988","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001174931446197313","0.00","0.00","没有申请退款","无退款申请","2022-09-26 16:18:10","2022-09-26 16:21:33"
="1682283759584080988",="1682283759580080988","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092622001174931446197313","0.00","0.00","没有申请退款","无退款申请","2022-09-26 16:18:10","2022-09-26 16:21:33"
="2911796065187434651",="2911796065186434651","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092622001135771422385845","249.00","249.00","没有申请退款","无退款申请","2022-09-26 16:00:05","2022-09-26 16:00:12"
="2911796065188434651",="2911796065186434651","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001135771422385845","0.00","0.00","没有申请退款","无退款申请","2022-09-26 16:00:05","2022-09-26 16:00:12"
="2911796065189434651",="2911796065186434651","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001135771422385845","0.00","0.00","没有申请退款","无退款申请","2022-09-26 16:00:05","2022-09-26 16:00:12"
="2911691161216114103",="2911691161215114103","【进口日价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","169.00","1","8809525248018","净含量：50ml","null","null","交易成功","8809525248018",="2022092622001100131422312893","124.10","124.10","没有申请退款","无退款申请","2022-09-26 15:18:01","2022-09-26 15:18:08"
="2911691161217114103",="2911691161215114103","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001100131422312893","0.00","0.00","没有申请退款","无退款申请","2022-09-26 15:18:01","2022-09-26 15:18:08"
="2911691161218114103",="2911691161215114103","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001100131422312893","0.00","0.00","没有申请退款","无退款申请","2022-09-26 15:18:01","2022-09-26 15:18:08"
="1681572468995983774",="1681572468994983774","【进口日价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","139.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","交易成功","null",="2022092622001121861446301047","109.00","107.37","没有申请退款","无退款申请","2022-09-26 15:07:44","2022-09-26 15:07:58"
="1681572468996983774",="1681572468994983774","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001121861446301047","0.00","0.00","没有申请退款","无退款申请","2022-09-26 15:07:44","2022-09-26 15:07:58"
="1681572468997983774",="1681572468994983774","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001121861446301047","0.00","0.00","没有申请退款","无退款申请","2022-09-26 15:07:44","2022-09-26 15:07:58"
="2912267811862253239",="2912267811861253239","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092622001173131420380478","249.00","249.00","没有申请退款","无退款申请","2022-09-26 14:18:40","2022-09-26 14:18:44"
="2912267811863253239",="2912267811861253239","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001173131420380478","0.00","0.00","没有申请退款","无退款申请","2022-09-26 14:18:40","2022-09-26 14:18:44"
="2912267811864253239",="2912267811861253239","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001173131420380478","0.00","0.00","没有申请退款","无退款申请","2022-09-26 14:18:40","2022-09-26 14:18:44"
="2912202435344220448",="2912202435343220448","【进口日价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml","299.00","1","8809603904423","null","null","null","交易成功","8809603904423",="2022092622001152551459555194","217.82","217.82","没有申请退款","无退款申请","2022-09-26 13:33:11","2022-09-26 13:33:17"
="2912202435345220448",="2912202435343220448","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092622001152551459555194","174.97","174.97","没有申请退款","无退款申请","2022-09-26 13:33:11","2022-09-26 13:33:17"
="2912202435346220448",="2912202435343220448","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001152551459555194","0.00","0.00","没有申请退款","无退款申请","2022-09-26 13:33:11","2022-09-26 13:33:17"
="2912202435347220448",="2912202435343220448","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001152551459555194","0.00","0.00","没有申请退款","无退款申请","2022-09-26 13:33:11","2022-09-26 13:33:17"
="2912202435348220448",="2912202435343220448","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092622001152551459555194","0.00","0.00","没有申请退款","无退款申请","2022-09-26 13:33:11","2022-09-26 13:33:17"
="2912188971273499263",="2912188971272499263","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092622001153171428272292","249.00","249.00","没有申请退款","无退款申请","2022-09-26 13:27:13","2022-09-26 13:27:26"
="2912188971274499263",="2912188971272499263","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001153171428272292","0.00","0.00","没有申请退款","无退款申请","2022-09-26 13:27:13","2022-09-26 13:27:26"
="2912188971275499263",="2912188971272499263","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001153171428272292","0.00","0.00","没有申请退款","无退款申请","2022-09-26 13:27:13","2022-09-26 13:27:26"
="2912091123602102952",="2912091123601102952","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","2","8809754820689","null","null","null","交易成功","8809754820689",="2022092622001198041419212453","363.38","363.38","没有申请退款","无退款申请","2022-09-26 12:39:59","2022-09-26 12:40:25"
="2912091123603102952",="2912091123601102952","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001198041419212453","0.00","0.00","没有申请退款","无退款申请","2022-09-26 12:39:59","2022-09-26 12:40:25"
="2912091123604102952",="2912091123601102952","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001198041419212453","0.00","0.00","没有申请退款","无退款申请","2022-09-26 12:39:59","2022-09-26 12:40:25"
="2912091123605102952",="2912091123601102952","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092622001198041419212453","0.00","0.00","没有申请退款","无退款申请","2022-09-26 12:39:59","2022-09-26 12:40:25"
="2910886705290629903",="2910886705289629903","【进口日价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml","139.00","1","null","颜色分类：N1 SINCERE SARA (替换装);净含量：13ml","null","null","交易成功","null",="2022092622001130561419690072","103.78","103.78","没有申请退款","无退款申请","2022-09-26 08:38:27","2022-09-26 08:38:38"
="2910886705291629903",="2910886705289629903","【进口日价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装)","259.00","1","null","颜色分类：N1 SINCERE SARA;净含量：13ml","null","null","交易成功","null",="2022092622001130561419690072","208.42","208.42","没有申请退款","无退款申请","2022-09-26 08:38:27","2022-09-26 08:38:38"
="2910886705292629903",="2910886705289629903","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001130561419690072","0.00","0.00","没有申请退款","无退款申请","2022-09-26 08:38:27","2022-09-26 08:38:38"
="2910886705293629903",="2910886705289629903","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001130561419690072","0.00","0.00","没有申请退款","无退款申请","2022-09-26 08:38:27","2022-09-26 08:38:38"
="2910886705294629903",="2910886705289629903","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092622001130561419690072","0.00","0.00","没有申请退款","无退款申请","2022-09-26 08:38:27","2022-09-26 08:38:38"
="1681902697293738790",="1681902697292738790","【进口日价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","169.00","1","8809525248018","净含量：50ml","null","null","交易成功","8809525248018",="2022092622001189571414452369","124.10","124.10","没有申请退款","无退款申请","2022-09-26 00:53:19","2022-09-26 00:53:23"
="1681902697294738790",="1681902697292738790","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001189571414452369","0.00","0.00","没有申请退款","无退款申请","2022-09-26 00:53:19","2022-09-26 00:53:23"
="1681902697295738790",="1681902697292738790","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001189571414452369","0.00","0.00","没有申请退款","无退款申请","2022-09-26 00:53:19","2022-09-26 00:53:23"
="2910731725154174428",="2910731725153174428","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","2","8809754820689","null","null","null","交易成功","8809754820689",="2022092622001171911443497464","363.38","363.38","没有申请退款","无退款申请","2022-09-26 00:43:42","2022-09-26 00:43:46"
="2910731725155174428",="2910731725153174428","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092622001171911443497464","0.00","0.00","没有申请退款","无退款申请","2022-09-26 00:43:42","2022-09-26 00:43:46"
="2910731725156174428",="2910731725153174428","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092622001171911443497464","0.00","0.00","没有申请退款","无退款申请","2022-09-26 00:43:42","2022-09-26 00:43:46"
="2910731725157174428",="2910731725153174428","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092622001171911443497464","0.00","0.00","没有申请退款","无退款申请","2022-09-26 00:43:42","2022-09-26 00:43:46"
="2910629881186064640",="2910629881185064640","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092522001105101429482435","214.10","214.10","没有申请退款","无退款申请","2022-09-25 23:07:02","2022-09-25 23:07:26"
="2910629881187064640",="2910629881185064640","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092522001105101429482435","0.00","0.00","没有申请退款","无退款申请","2022-09-25 23:07:02","2022-09-25 23:07:26"
="2910629881188064640",="2910629881185064640","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092522001105101429482435","0.00","0.00","没有申请退款","无退款申请","2022-09-25 23:07:02","2022-09-25 23:07:26"
="2910881126126902910",="2910881126125902910","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易关闭","8809754820689",="2022092522001159341401920172","214.10","214.10","退款成功","214.10","2022-09-25 21:41:53","2022-09-25 21:44:21"
="2910881126127902910",="2910881126125902910","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易关闭","null",="2022092522001159341401920172","0.00","0.00","退款成功","0.00","2022-09-25 21:41:53","2022-09-25 21:44:21"
="2910881126128902910",="2910881126125902910","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易关闭","8809754820887",="2022092522001159341401920172","0.00","0.00","退款成功","0.00","2022-09-25 21:41:53","2022-09-25 21:44:21"
="1681780333483547483",="1681780333482547483","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092522001190531402724428","214.10","214.10","没有申请退款","无退款申请","2022-09-25 21:40:49","2022-09-25 21:40:55"
="1681780333484547483",="1681780333482547483","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092522001190531402724428","0.00","0.00","没有申请退款","无退款申请","2022-09-25 21:40:49","2022-09-25 21:40:55"
="1681780333485547483",="1681780333482547483","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092522001190531402724428","0.00","0.00","没有申请退款","无退款申请","2022-09-25 21:40:49","2022-09-25 21:40:55"
="2910344149494552737",="2910344149493552737","【进口日价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml","169.00","1","8809525248018","净含量：50ml","null","null","交易成功","8809525248018",="2022092522001155101432621188","105.48","105.48","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149495552737",="2910344149493552737","【进口日价】SERUMKIND韩国阳光葡萄清颜精华液30ml","269.00","1","8809754820689","null","null","null","交易成功","8809754820689",="2022092522001155101432621188","176.28","176.28","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149496552737",="2910344149493552737","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092522001155101432621188","203.72","203.72","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149497552737",="2910344149493552737","【赠品专用】SERUMKIND纯棉化妆包袋","59.00","1","8809754821099","null","null","null","交易成功","8809754821099",="2022092522001155101432621188","0.00","0.00","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149498552737",="2910344149493552737","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","3","null","null","null","null","交易成功","null",="2022092522001155101432621188","0.00","0.00","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149499552737",="2910344149493552737","【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml","25.00","1","8809754820887","null","null","null","交易成功","8809754820887",="2022092522001155101432621188","0.00","0.00","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2910344149500552737",="2910344149493552737","【赠品专用】SUREBASE烁贝思粉扑2件装","20.00","1","null","null","null","null","交易成功","null",="2022092522001155101432621188","0.00","0.00","没有申请退款","无退款申请","2022-09-25 20:34:36","2022-09-25 20:34:48"
="2909901133481153539",="2909901133480153539","【进口日价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml","279.00","1","8809603904430","null","null","null","交易成功","8809603904430",="2022092522001172601450896709","249.00","249.00","没有申请退款","无退款申请","2022-09-25 17:12:08","2022-09-25 17:12:20"
="2909901133482153539",="2909901133480153539","【赠品专用】SERUMKIND精华液小样1ml*3","25.00","2","null","null","null","null","交易成功","null",="2022092522001172601450896709","0.00","0.00","没有申请退款","无退款申请","2022-09-25 17:12:08","2022-09-25 17:12:20"
